Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
9,1,ecology,"In primary evergreen rain forest and gallery forest, found over granite bedrock; altitude: sea level to 1,250 m. Flowering and fruiting: the whole year round.","Aralidium pinnatifidum. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 8. Accessed 2021-07-31",wfo-0000260032,EN,H.-J. Esser & M. Jebb,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000260032,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03677
9,1,ecology,"In mixed deciduous and dry dipterocarp forest, often on limestone hill; altitude 100–900 m. Flowering and fruiting: November–February.","Bombax anceps. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 11. Accessed 2021-07-31",wfo-0000568339,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568339,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03680
9,1,ecology,In mixed deciduous forest; altitude: 300–500 m.,"Bombax anceps cambodiense. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 11. Accessed 2021-07-31",wfo-0000568340,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568340,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03681
9,1,ecology,Mostly cultivated; altitudes: 10–800 m. Flowering and fruiting: January–March.,"Bombax ceiba. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 13.. Accessed 2021-07-31",wfo-0000568369,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568369,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03682
9,1,ecology,In mixed deciduous and dry dipterocarp forest; altitude: 150–500 m. Flowering and fruiting: January–March.,"Bombax insigne. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 15. Accessed 2021-07-31",wfo-0000568432,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568432,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03683
9,1,ecology,"Cultivated at altitudes: 10–350 m. Flowering and fruiting: January, March.","Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31",wfo-0000592594,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000592594,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685
9,1,ecology,"Up to 300 m, found mainly in Melaleuca forests at the edge of peat swamps in Peninsular Thailand and also in disturbed areas of primary evergreen forest.","Dendrotrophe buxifolia. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 59. Accessed 2021-07-31",wfo-0000641542,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000641542,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03729
9,1,ecology,Predominantly in disturbed areas in secondary vegetation.,"Dendrotrophe varians. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 60. Accessed 2021-07-31",wfo-0000641567,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000641567,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03730
9,1,ecology,"Between 1,500 and 1,700 m, in mostly open areas in hill evergreen forests with oaks-pines associations. Parasitic on <i>Quercus</i> and <i>Lithocarpus</i> (Fagaceae).","Dufrenoya collettii. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 64. Accessed 2021-07-31",wfo-0000657778,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000657778,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03732
9,1,ecology,"Between 1,500 and 2,500 m, in open areas in slightly disturbed evergreen forests. Parasitic on <i>Quercus, Castanopsis</i> (Fagaceae) and <i>Dipterocarpus</i> (Dipterocarpaceae).","Dufrenoya platyphylla. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 65. Accessed 2021-07-31",wfo-0000657785,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000657785,Forest Herbarium,All rights reserved,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03733
